,review
608, There are a lot of walking cigarettes and illegal dumps around the station. 
609,"/Only the surface is getting clean, but it smells like sewage around the stairs.There are many users in Kanagawa, who are deliberately bumped into and followed with elbows.Kanagawa Hyunmin and Kawasaki are condensed./J. The position of the train may not be displayed on the platform of the train, depending on the seat location of the train.I like Tokyo Line.It takes 10 minutes to commute to the Toku Line on the JR line.only…The home and the native line, such as the Yokosuka Line, are too far.It may be fast to use each thorns and Shinkawasaki in the neighborhood.The fare will increase as you come out once, and the fare will increase.In addition, it is recommended to check for each line of transit, as it requires 8 minutes and 5 minutes in a hurry, because the nymph line and the Yokosuka line (or Sotetsu direct line) and the standard for 5 minutes are in a hurry.Since April 2022, home doors have been installed in Nanfan Line Home.JR's Ekinaka has only toilets other than the event space, but on the Yokosuka Line and the Tokyu Line, there is no difference from Ekina Ka, and the store is faithful.In addition, there will be a passage with the Toyoko Line at the exit of the Yokosuka Line (2023).?/Why is it so inconvenient here ... "
610, is a word that is hard to live. 
611, The family layer feels more likely than other lands and is the worst ... 
612,"The station was cold, the response was suitable and sad.If you tighten it quickly, please say that it will respond with a station or a valley next to the ticket ticket.In addition, it is a refund. "
613," This is Toyoko Line.PET bottles and cans are abandoned.In addition, there is a caution that don't throw away garbage.Since there is no garbage bin,I think it's strange.It will continue to be abandoned in the future.Nothing was purchased from the station, not home garbage.I think it's irresponsible.I would like to tell you not to sell it in the station unless you make a trash can.20230701/Yamada Kyoko, that's a developmental disorder. "
614,". Besides, the price is high! "
615," It was good to not move.I really regret .../When I try to use an escalator when heading from Tokyu to Nanhu Line, it sometimes smells like a strong raw garbage.The collection site is nearby, but I hope you will take some measures.So far, it was the same form in the upper and lower line, so the morning and evening was overflowing with people.Since it has become a form of the upper and lower line, I think that the congestion of the groove has been resolved.Therefore, it is difficult to arrive from the street on the route of the purpose. "
616,".It is also known that the transit between some lines is very time -consuming from the situation that adds the line as described above.The tower mansion is built in front of the station, always homeless and not much good.There was only an image called the bad station of the security of the security, but the tower mansion was also a little clean.There are a lot of playgrounds, bonnell runs, restaurants, and medical institutions for a large child, but it is very convenient, but it is very convenient, but because of the "
617," Anyway, this station is very crowded.It is difficult to walk quite up and down when transferring.If you think about the convenience of the popular number 1 that you want to live easily, I think it's convincing. "
618, I don't know this uncomfortable station./ Weekday morning is very congested.
619, The city is not bad.? 
620," is a waste.When you get off at the station, you can see only Tawa and rich in green.It's a good place to be convenient/livable because access is good, but because of this role, Yokosuka Line is now a regular of the congestion rate!(4th, 191% 2016) It takes more time to take more time, where all the users in the west are all closed!Besides, the paving of NEX or Shinjuku Line is so preferential to pass!Wherever you go, it's fast. "
621, It was very unpleasant. 
622, I don't want to use it again.The ticket gate is too crowded.A structure that ignores human flow.It did not catch up with the increasing user.The convenience of transportation is a good station.You shouldn't be deceived by a real estate store.I can't help it because there is no land. 
623,I don't want to ride. 
624,"First of all, draft beer is acidic and smells.Is the barrel okay?""Please put three kinds of sashimi,"" and arrive on a separate plate.Yariika, Mackerel, Shimesaba.Yariika and the horse mackerel are too thin and cannot be eaten.Sime Mackerel has little taste of vinegar.If you ask for the recommendation of grilled, Siraco comes out, and this is smelly again.This smell is the first time.And there are hairs all over the place (laughs) "
625, This store should not eat other than sushi!Alcohol is a highball or Japanese alcohol! 
626,Wold (^^) Is there a lot of inconvenience?/The house of the station is too hot. 
627," and it's inconvenient to stay on the slope.Even if it is, it is better to ride the Toyoko line.It is better not to hear what the person in charge says.Any weight is basic.It is becoming such a training./ It has been unfairly condemned. "
628,", a portable battery has been broken. "
629,It's crowded. 
630,", Suddenly the escalatorI stopped so much. "
631," I think it's usually banned when the escalator is stopped, but it was low.There is nothing such guide, and suddenly it stopped.Even after stopping, the two mechanics were looking far away and I didn't realize that I had been.It is basic.I want you to be careful because it's dangerous."
632,", that is, the new residents who came to Hiyoshi and the semi -industrial area of the renewed clean residential area, but the city is a city that is mixed with a bad gala.It will be "
633," The distance of the cremated image is quite amazing.After all, it's far from coming out.(Toyoko ship itself, Yokohama and Shibuya, there is nothing other than the number of failures in Shibuya.) Hiyoshi's own land was a slope.It's because it's because it's not planned properly.Since the station is used continuously, there is no space in the reversal, such as commuting in the morning, so there is no sidewalk, and the pedestrians, buses, taxis, and regular cars are distracted, and you can see the same wild scenes of the time slipped before the old days..Without a taxi rotary, there is a surprisingly long procession of a taxi waiting day on the day and late nights and late nights.The stairs going down to the groove are quite close to Tsunashima (especially the Meguro line is not enough to reach the train), and the groove is crowded to the center every morning.I think there's no idea that the fuck of the route on the Scascs Cine downhome is somewhat.I would like to say that it is not the case to sell a high groceries by making a department store in front of the station.I lived here and not originally lived in a city in Tokyo, but I was honestly surprised by the overwhelming rural feeling.It is a level that people who live in Hiyoshi will be deceived by documentary or brainwashing in many ways.This is uncomfortable, prices are high or understanding.Is it because it is the birthplace of the Dokyu train because it's a semi -underground station?There are many restaurants and popular shops around the station.Since Megu is connected to the North and South Lines, access is good to the northern Saitama, such as Naguro Naguro Naguro Naguro Nagatacho or Gorakuen, Prince and Urawa, and Takashimada.(There's also a green line, but I don't think it's a good thing about access, because all the warriors in the north of the center are not enough in Yokohama.) However, because the shops in the station are closed around 9 o'clock.I'm sorry.He responded to a person with a tamet mouth. "
634," The transfer is smarter, but Toyoko's side is so climbing and getting off again, but it is far away.Since the mouth is a one -way traffic, a preliminary investigation is required when you come by car.In addition to the trouble of traveling to the window several times without conveying the necessary matters at once, the reverse of the reverse was also unhappy.Even if I questioned the purchase of a regular pass, I received an early answer.I knew that nothing was solved even if I asked in this station.Reverse, pretend not to see!There can be no "
635," On the bus route, there are also a number of buses to JR Yokohama Station and the exit buses west of Tsurumi Station.Thrumi Station is a good way to use the bus.If it's a train, it is necessary to transfer to the Kei Hin Tohoku Line at Higashikanagawa Station. "", The worst station. "
636," I really want to move.Therefore, you must transfer to other trains (Tokyu Toyoko Line)./JR, the transit of the document is also very convenient?It was somewhat comfortable because I was able to do it, but because I created a useless four -story building history, the round trip of the elevator is slow and the flow of people is still dull.After the remarks of the transfer only after the disappearance of the transfer, it is a crowded line from the morning to the evening.The day is hell. On a rainy day, the line of guests waiting for a taxi bus from the east exit to the west is no longer a specialty.In particular, even though there are many users in the city, we still use small entrances to the era of construction and continue to use it.It seems to be pleasant, but it will be in this state for the time being unless it is barely denied the sense of being made on a narrow land.There are very few places where you can eat snacks such as major fast foods, such as terminal station classes, and there are no charms other than the station.Is very dangerous.The first person may be a bit embarrassed by the transfer of JR and Tokyu./ It has become easy to use in reverse, but Shinyokohama lines have long been a long -standing transfer with Tokyu Shibuya ??????I think it will continue for a while./"
637," I don't know what's going on, but I don't want to ride if the Yokohama line is boring after 23:00.In transfer, even in the transfer, even if you live nearby, it is less convenient because it becomes strong every day.It is convenient to go to the wheelchair side or Shinyo Kohama because it is preferred as an elevator.However, the walking of the transfer is reformed, and the stairs are badly deployed.Local lawmakers claim that they have improved, but they are not user.JR Yokohama Line was opened in 2018 and became clean.Tokyu Toyoko Sun is dirty overall.In addition to the Tokyu Store, there is a kiosk, but the commercial facilities are weak, including the surrounding area.The development and urban plan for railway companies and local governments are weak.There is nothing, despite a vast person transfers every day.There is an advantage of using the Toyoko and Yokohama Lines nearby.JR Yokohama Line and Tokyu Toyoko Line cross the transportation and easy use.There is a Tokyu Store before the opening, and it is open from 7 am to 1 o'clock in the late night.In addition, if you walk for about 5 minutes, there are also Gohoku Library and Summit Store.I don't want to move. "
638," If you don't go to the ticket gate, it's unkind and unkind. "
639," If you do that, I think that the station was able to improve the level of Omiya station.In particular, the JR is narrow and packed soon.The box alone, the passage is unnecessarily long and the convenience is a regret./jr Kikuna has been renewed and improved, but the convenience of history is not so good.In particular, there is no dedicated elevator from the first floor and it is very difficult to understand because it is publicly used to be publicly used for the Tokyu Store.Because "
640, is not convenient. 
641," is incredible, but the train starts earlier than the scheduled departure time (time written on the timetable timeIt may be different from.When I asked the staff, I admit it is a measure to prevent delay in other stations (!) Then I wonder what the timetable is.Why does the train do not need to arrive on time in this station?It is ridiculous to do this so that you can arrive on time to another station.Instead of telling JR's inaccurate departure time, we look forward to planning the time you need ...It was used around 11 o'clock week.It's crowded./The way back from Yokohama Arena always walks up to here.I was surprised that JR-TY's connection passage changed because it didn't visit for a long time.It's annoying because there's a lot of climbing.It will stop in the train and stop at the rapids of the Yokohama line..Tokyu Toyoko LineThe express 5050 is 8 cars and 4000 cars are 10, but the Tokyu Toyoko Line is not 10./ The JR and Toku Line are unknown while under construction.For the elderly or the body of the body, the subdivision, and the nanny cars, unkind station.It seems to be clean with the renewal in 2019. The Import Bus at the east exit of the Kikuna Station is a one -way traffic to the west exit of Tsumi Station through the old Tsunashima Gado.However, it is dangerous for the route bus to cross the Toyoko Line crossing, so it is not open and cannot be operated on time.This is because there is no plaza in front of Kikuna and cannot be done last time.In addition, the morning and evening in front of Kikuna Station is severe, and the crowds of Mt. Okura or Tsunashima can not be reversed.After the Tokyu Line and the Minato Miri Line were connected, the transfer became very convenient.It is hard to transfer at Yokohama Station./ There is no rotary place in front of the station.The bus is one of the stations that you do not want to use.It's hard to say that it was convenient after the modification?Especially in front of the station, it is really narrow and united, and inconvenient in the lane access./ It is a transfer station, so it is comfortable, but it is comfortable.You can add egg kawama toppings as a royal card, so it is beneficial.At a few o'clock, it is a crowded image./JR can be transferred. "
642, is a wasteful place.
643, buses are crowded/Tokyu Toyoko Line and JR Yokohama Line are also very difficult.The taxi platform is occupied in front of the station.I could do Shibusoba.??????…/Nothing (laughs) can be transferred with JR/once only got off at the station./Especially not/Sometimes I am taking care of it.I have been modified and wandered.I'm crowded.Gold Barrier Leaf construction?/Transit Station/Yokohama Line/Toyoko Line Terminal Station/Dong Line is inconvenient./ JR is difficult./ It is crowded./ Pretty/It's new and clean./ Very convenient./ It is easy to transfer/??…/Kikuna Hospital/Western Exit No/Transfer Convenience/Narrow Platform Roof/Convenience/Stairs Tri./ There were many people.People are rarely
644, was able to go downward about 20 years ago 
645, A shameless response tone very angryThere is a lot of trash.Be careful. 
646,"When I tried to renew, it didn't work well.I am very grateful for the kindness that two people were trying to do somehow because of trial and error.I was really happy to be the closest role I used every day.It was undergrounded by the start of operation. "
647, There's no cheap pharmacy. 
648," is a supermarket but it's subtle.Very easy to understand!It must be in Japan's best station!/40 years ago, but it was a completely different station.It's like "".Anyway, the stairs are long. There is no place to lose time in front of the station./There is no place to lose time in front of the station../ It's deep until I go to home!/It's underground station ~/The escalator is long./Do you say it's the opposite village???…/Terrible."
649," has a lot of shops such as department stores.I didn't know that the Nari -Express ticket to Narita Airport was a Shinkansen ticket purchase device, and I searched for a long time at the entrance.It is as it is without guidance.Thanks to this, I lost 4470 yen.I don't have a refund and the station attendant can't speak English and I do n’t know.I only said that I was going to ride a Sea Bass at Yokohama Station "
650, I am scared to say to the station.? 
651, is also crowded at night 
652," or a celebrity was inferior, so it was desperately encouraged."
653," is a famous province that is known as the village of Kidsmin, which is well -known, but I think it is already a level of illness to be involved in Okama as a result of Okama (laughs)/around 14 o'clock on December 15, 2023I asked a question at the west exit of the line, but the attitude of the station was bad and unpleasant.The response was very caught and it was scary to use the train.I don't want to use Yokohama Station in the future.Definitely educate.However, now, the construction is generally completed, so there is no problem in terms of convenience.It can be cleaned after a long time after the construction is over. "
654, is still late.!! 
655, I was very worried that there was no home door. 
656," Today, Ueno Tokyo Line is more than 5 minutes of delay.Are you not sleeping?/It's like a big city!Railway fans, it's a shooting place, but be careful!Blue Light Yokohama is "
657," is a calm city!!/""This is a review of the use of strollers. It was a very unkind station. "
658," is a very wide station, but if you use a stroller, it's complex, unkind and unkind and the worst anyway (-)?Unknown fire on the site?Smoke "
659, I felt complicated by the exit of Minami east. 
660, congestion ★ ☆☆☆☆ 
661,", but I can't pass it because I can't pass."
662,", on the contrary, there is a crowd that is somewhat bad and bad.Hunting San or handwriting…"
663," Currently, Yokohama Station has the largest number of railway operators in Japan.I left it, but I was busy, so I have a coin locker time limit, but I don't take the last time for 4 days.The business attitude of the tone of the tone of the employees is bad "
664," is already annoying, but the corresponding staff is overwhelmed, but the large volume of the volume is also lung in the train, but "
665," I think it's an excuse to say, ""I don't know Japanese.""The business attitude of the business is not so high, and the police station falls immediately "
666, went to Yokohama by traveling in a map/rural map to know the place of the home.The attitude of Mr. was the worst.I tried to pass the ticket gate using zinc. 
667, buses are a little far from the station. 
668, It may be a memory.I don't like a face and I don't like it. 
669, It is terrible to come to this station and think about it. 
670, Sun Plaza is not clear. 
671," is a lifeline, so whatever you tell the passenger, no matter what you do, you can benefit from the guests, and the structure of making money is scary.Will not go for reason for that reason? "
672," will not improve in the future.Finally, Nakano Sun Plaza Hello!!!!! "
673," honestly, I can't say that I failed in the planning stage before the design.I did a double track, but I was criticized on almost all routes.It's natural, but…"
674,"!After using the Tosai Sun, I couldn't find it anywhere in the platform.In other reviews, the same content was mentioned in other parts of the station.So I have experienced it is very difficult to manage this station if I have a disabled person or a baby in a stroller.I was really surprised that they did not update the station.It's very disappointing.If you can get a ticket gate in the west exit with Tachikawa, it is more convenient.In the case of Shinjuku Station, I recommend this route because it is the same home transfer on Yamanote Line (Ikebukuro).That's why it's hard to understand. "
675," It is inconvenient to do not develop station buildings.Do it!If you think that the next thing comes next to the entire bulletin board below, it is also a small ship.Thanks to this, the station premises are all in the morning.It takes time to come out of the station because of the escalator congestion.Obviously design mistake.Despite the 8th line, it is unknown to stop the train on both sides of the face of the face in the same time in the morning rush.The interrupt of the stairs is not rebelled.You guys are side by side !!!!!!!!!I don't know about it...It is too local to travel to the north exit and the south entrance..When the habit and the north exit are crowded, they are led to the south exit.Are you stupid?The ceiling is low. "
676," has no automatic checks, buses, cash, and no shops."
677," I think I will make a mistake.I took a picture because there was a changed vending machine.//It's not too stylish, such as a mall or Nakano Broadway.It is easy to meet/The smoke of the smoking caterpillar near the route is negative.It is a station. "
678," because there are many passengers!Usually JR Station./ It was an ordinary station.worst.I want you to improve quickly.It is cumbersome that the groove is not constant.It is a bridge that connects two places/lively stations./There is no elevator in the home.The crab's own POP was pretty good./ The cool/convenience is good, but the old/small line is the fuck of the pottery, but it is difficult for the wiring.Especially there is nothing./It's near Nakano Broway and it's not far from Tokyo Station../ Often the north exit and the south exit are wrong.I can't expect a lot of people!/I want to make a more ticket gate./ Nakano Broadway, I used it as a work behind Aoba./ The old, passage of the ceiling is low and pressure!There is no./ This is human size ??/"
679, It has been a long time since it has been riding a Shinjuku line.It's bad.It is a transit station for Yamanote and Seibu Shinjuku Line. 
680, is not a image. 
681," people living in Tokyo often go to Tokyo to eat Myanmar food.It is very difficult to move to those who are many and uncomfortable.This is the reason for the small number of elevators or escalators.In addition, the elevator is also on the edge of the platform, and for those who take time to move, they live tremendously and become sweaty.On rainy days, it slides to roll.I wrote the questionnaire that is good to be fixed quickly?! But it hasn't changed for decades.It was good to change steadily in the Showa…If I changed since I was young, the number of escalators and elevators increased.The day before, I was walking right, but some people have been forced to hit.I want you to improve it somehow./jr Yamanote, Seibu Shinjuku Cuseon and Tokyo Metro Jay Line are usually many users."
682," is the worst./ Because I wanted to take Seibu Shinjuku Line, I used it to transfer in Takadanova, not Seibu Shinjuku Station. "
683,"3.There are few elevators in Takadanova Station, so there is no useless and there is no elevator where you need it.To go to Tosai Line, you have to come out of the station and walk to the center of the rotary to take the elevator. "
684,"4.There are many ticket gates in Takadanova, Sei, but the elevator is only in one ticket gate.It's very inconvenient. "
685,"5.Since there is no 0, I will give you one star.However, there are JR Lines and Subway (toza Lee), and there is a Starbucks in Seibu Shinjuku Line, so no one will go, so I kindly give one point.. "
686, has a lot of stairs. 
687, Cheap KOSPA's Izakaya is also an image./ The attitude of the subway ticket station was bad and unpleasant.It's hard!!And it's cold. 
688," I don't tell me to use a spoil, but there's no response as a hospitality attitude.The home width of the Yamanote line is narrow, and is not balanced and dangerous.There are two transfer between Yamanote and Seibu Shinjuku Line and how there are many transfer.The station of the pottery is due to the extent to the east.It is difficult to walk because there is a person folding down the stairs or in front of the opening.In addition, there are many people who walk slowly for some reason, so it is easy to hit!Rotary on the big box has a smoking.Cigarettes can only be sucked here, basically prohibit streets.The escalator is somewhat crowded and lacking.Shinjuku Line is chronic, so I think that the response of the station is bad.The commuting time zone does not see the groove of the house.I'm not very happy to commute.Tokyo Metro falls off.Anyway, there are many people and dangerous stations.Since there is a Zayun, it is becoming a valuable hub as a reverse. "
689," Thank you very much, thank you.It is not a gentle station because it requires stairs without any route.There is also the only elevator, but it will be difficult because it is in the middle of Rotary, so it will be difficult.The rush to Tama in the morning and evening is great. "
690,"information bureau?I called for about 30 minutes next to the same place next to the same place.Because it is difficult to hear the conversation, I think it is a place of recommendation when you want to call in the station.The uphill side is too narrow.At least two adults with luggage will not be blocked unless they are secured.As a result, the descent grooves are not able to walk properly, and they are very dangerous.I want to quit it. "
691, I was honestly surprised.It is the lowest…
692, was in a three damage in the car.Even the registration as a lost material was not possible. 
693," was really bad.However, when I seemed to be lost, I remembered his face, so I didn't lose it.Thank you Seibu Shinjuku Line Takadanova Station!One star of gratitude!/If you are riding a ceramic line, the disturbance of the smell of the Dasai Tama Law will be reduced at once, and it becomes peace. "
694,It's not good to say. 
695," Yamanote is the best in the park./Jr and Seyun Line, Tokyo Metro Toga Sun./ The passage is a narrow trash.Very human congestion, the escalator is in the escalator, so there is no person descended, and it may be dangerous as a whole."
696, This station is low levels that I want to be negative./ When I go to Waseda University. 
697,"VERY BAD Service from Railway Station. Be Careful Foreigners. Do not Trust Railway Stations .Theyll make you. TS Too Late to Get Train. Especialy Night Train Number2 Attendant is very Baaaaaad at Night Times, Attendant Will Lock the Entrance Door. After Train GONETENDAL OPEND DOOR FOREIGNERS.How Funny is This. Ant to Come Kagurazaka Station Think ABOUT It Second Time "","" phenomenology ""is readIt seems to have been quite criticized by Ron, but the person who is in favor of the criticism will realize that his judgment is dangerous by using the Toga Sun Furniture Lajaka station.Not only does it accept the criticism in the sense that phenomenology does not have a perspective, but also experiences the poisonous phenomena in society.This station only comes in the direction you want to go!Or today's home is not used at all, such as whether the opposite grooves are used, or if the speed is coming to the groove over there.In the whirlpool of Sinagawa Station or Shinjuku Station, the pain of thinking about relative vulnerability is far farther, and here, the choice has already been made.Only the train in the direction you want to go in the state that is assumed that it is assumed to go into the state of the patriarch is the only thing that remains.If we become a city resident in light, and in 150 years, if you are a starter of life, it is not a respect, or public transportation.Since it is a furniture Lazaka, it may be good to remember, such as 『and』 or 『Moon』..However, if it is a phenomenon of self -defense, it will be proven in just two minutes.Idabashi, or Waseda's choice was right.There is a passage of Nakano (of course) at the dancer during the stairs.I think something is something for a moment, but even if you go down the first stairs, you have a chance.← This passage has recently disappeared with the completion of the long -awaited elevator.In other words, you can go to the elevator.Near this station, it is a place to visit not only furniture Rajaka shopping mall but also Zengo Kuji and Akagi Shrine.The groove is a rare rare station divided by the second and third floors.Is it 5-8 thousand yen?In addition, a lot of remarks were noticeable./ Because the road is made in a narrow area, it is the only two -story building in the station of the ceramics.However, is the wind when invading the train is strong? "
698, can not be remembered because you can't remember it! 
699," The gap between the car and the groove is gone, but the width of the groove is narrowed, and when the car is running, I feel scared that it will reach the train.The entrance of the subway Oedo Line (Koishika and Gorakuen) is emerging as a nearby future object, but the passage from the home is the same as the amusement facility.Washing, pounding ./23/06/24 (for a long time)Check the installation!!!!! "
700,The same station is a little bit of a scam. 
701,"It is not recommended to transfer in this station if you have a baby or a baby./When you return to the end of the Shinjuku to Navashi Nashui Nishi, you will return to Idabashi when you are not in a close way to pass through the Marunouchi Line.(It's about 10 minutes later than the Marunuchi Line) "
702," is not a problem with the metro Nanboku Line, but it is difficult to transfer to Tosai Lee and Doei Oedo Line.(It's hard to get out of the west exit.) "
703, There is a loss of lost items on the office of Tsuka East -West Line.
704, is so hot that I don't want to use it except garbage 
705,"2021/5Similarly, ventilation is bad and 1200 ppm.In particular, cold vehicles are high.Just adding cooling, which is not ventilated? "
706, is a person who goes on foot!!/The response of the station is too bad. 
707," is a poor life that I can only relieve stress.And in particular, Mr. Reverse does not teach the first time without elevators, and is very unkind.There is an elevator in Ogikubo, so it's strange if you don't make it in Ikebukuro.Turn the time and effort!N I think it can be said to be part of Tokyo Station in fact. "
708," The wall is also clean.When I was kicked, I took a picture of a woman and told the station to tell the station to tell the station to erase the picture and the station did not remove it until it was erased.I was damaged, and it was the lowest response to what the woman of the offender said.I filed a report on that day, but the culprit was not yet caught because the station here didn't respond to it at that time.This is a station near Omori./ When you approach the home with an escalator, you can hear the air raid alarm.Hanzo Monse. "
709," It may be difficult to transfer between the routes because I have to walk hundreds of meters, but the signs are simple.If you go out, you will see the Imperial Palace Garden.And many high -rise buildings.It may be a reverse, but it is a difficult station if it takes a long time to transfer, or wanders the basement or rarely rides.It is hard to read a lot of time by walking more than 500 meters to the ticket gate or by the stairs.When I asked the home station, the attitude was too bad. "
710," I received it as a family after returning home, but the custard taste is thin and the caramel is the taste of poison (● Kuta ●)."
711, is also because Takashi Maya is burdened with construction costs in the construction of the station. 
712, was emptyed by 30cm from the railing.. 
713, is embarrassed by Japanese people.It was one of the stations I visited in August.I tried to abuse it as much as possible because I had a three -day pass for Doei/Tokyo.The other time I was on the charity was when I went to Ginza Station or Shinbashi Station. 
714," It is difficult to transfer in a stroller, so it responded very bothersome when you heard from the window. "
715, Hibiya is inconvenient. 
716," Platform is especially uncomfortable, narrow and complicated. "
717,", but I think there are few exits for Hibiya Line, especially the exit of hot chogori is not matching the number of users.The group of elementary school students who return to the academy from Chiba side come down, but the manners are very bad.It runs on the station or train "
718," is not difficult to drink..Radio waves are not the worst.The radio waves, including the postponement of this station, are worse, but it must be Maximam.Slow and not connected.The road stops and uploads. "
719, home is narrow.It's dark and dirtyStanding somehow bother.There are a lot of users. 
720," has a lot of people in the morning (laughs) in the morning.There is no escalator.I'm catching the belt on the inside of the yellow line.The walking guy can use the stairs.The months were still bad, and they were properly managed to the station, but it was not good.If possible, Metro wants to avoid.The fight that was caught at home on the morning of November 6th, the station was awakened.When I was at the home of the station, I saw a vehicle in commissioning.I was stopping at the station and opening and closing the door.There are a lot of users, so the morning congestion is difficult. "
721," Anyway, I don't want to use the outlet stairs narrow, rainy days or drunken weekend nights late.It is a station that ignored the user./ During construction, the narrow "
722," is very difficult when we hurry up in the commuter time because the crowded top class/outlet is narrow.If you don't care about it, I think it's convenient to use the Hibiya Line and Ceramic Line.The entrance of the Hibiya Sun is not open early in the morning, so the attention/Hibiya line is a transfer/Tokyo Metro's Hibiya Line and the Toga Line.The same is true, but the ground outlet is not very wide and is crowded here.It is an uncomfortable station for those who have a breakdown or abnormalities in the body.There are many N stairs, so I think it's better to recommend more barrier freezing.. "
723,", but I can't sit first.The signboard was not visible and it was difficult.It is the closest station of Kao headquarters.?/Lucky to be 13000 (???)?)/Good/according to the iron iron, it is fun.Far/radio waves are bad/impossible and impossible.Kusai"
724,"The attitude of the attitude is the worst. On the way to the Tsukishimaro Oedo Line in Shirakawa Kiyosumi and the wife, "
725," Home is very narrow.There is no gate for safety.The elevator is the only direction of Funagibashi.The escalator is at both entrances, but the staircase is quite a half -half, and there are quite a few stairs on the way, so the barrier -free escalator is not contributing.There is also a rainy place.(As soon as I entered the entrance to Sawakaibashi) "
726," So I was strict but one star., I feel like there is a store ./ Toy Zay's Kiba. "
727," The subway is not so deep.Toga Lee runs the city center east and west from the west of the west, and connects the east to Nishihu Nabashi Station in Funabashi, Chiba Prefecture, and Kiba Station is the fourth station toward Nashi Nabashi from Osimachi Station.The station next to Nakano and Otemachi at the Giba Station is Monzenakamachi Station.The station next to Nakihu Navashi becomes Toyo -cho.If you come to the ground from the station, it becomes a distance of Yeongdae, and there are Kiba Park in the north and Fukagawa Gaturia in the south.I feel a little discomfort.It is also inconvenient for passengers with bad legs because there are only stairs and escalators from home to ticket gate.There is no canteen. "
728," The next home is the worst.There is no home door, and the exterior walls are removed from the time they were used.There was also a voice that I didn't want to see the groove, which I didn't want to see.It's full.The escalator is only a budget cash, and the entrance is especially congested on a rainy day, and it is not improved.The station in the area where there is also a house or office is difficult for this, and it is not yet fixed.Isn't it the same now after 50 years of 25 years?I am really sympathetic to those in the nearest station./ Tokyo Metro Toy Zay is the station located between Kadomaema Nakamachi and Toyo -cho.It is famous for its inpathy when commuting in the morning.It is also connected from both ends of the home, but it takes a few minutes to come out because the groove is deep.It is a 10 -minute walk from Kiba Park and Monzenaka Machi next to Monzenaka Machi.In addition, there are many famous restaurants in a restaurant in Monzenakacho ~ Toyo -cho in the neighborhood.Home security guard.It was a bit strange.Toca Iseon Nishi Nishi Hu was standing behind Nabashi's home, but the tone of the voice of the voice of the voice is not clearly speaking, but it is strange from others.You must notice Mr. Reverse or colleague's security guards.Let's look forward to a few years later.It is an island home, but there is an entrance at both ends, so there is no passage to the opposite line rather than the entrance.I want to go to Nakano, but when I go to Nabashi, I can't go to the opposite line without walking to the end.No elevator to go on the ground.The escalator is almost the stairs.I like muscle training or optimal for de M./I live in the route of Ceram.Maybe, it doesn't seem like I've got off once.I think it was just passed because there was nothing to be a destination.I accidentally worked for a company in Giba Park.Basically, it is the same distance after leaving the station, so we use Toyocho Station.It was natural to pass through the Giva Station even after passing the street by car, so I walked to check the location near the station when I returned home.It's definitely close to Kiba Park, but there's no sign too much, and inadvertently?To say.It's a very humble station.However, the groove of the upper and lower line is separated, the groove is narrow, no automatic sales, and it cannot go to the opposite groove unless it turns from both sides of the entrance.It seems to be doing a large number of construction, but I hope it will be completed quickly and improved.In addition, it is quite underground, and some escalators are climbed up and down and connected to the ground ./2019/10/07 I use it every day.Among the improvement work (expansion of home expansion, elevator, expansion of escalators), until June 2017, it is mainly reducing the home congestion of the time zone of commuting and commuting, and 3 floors below the groove on the 4th basement floor.The passenger is induced to the 2nd basement floor to reduce the congestion of home and station.Naga Yodori Giba 5 Chome Intersection in the basis of basic construction to be accompanied by underground expansion on the ground towards Toyocho. "
729, to a fat toilet cleaner 
730, “Here's prohibited!I went to the side !! ”
731,. This division was angry and angry a few years ago (laughs) 
732,"1, Kasai?There is no. It seems to fall when there are three people next to it. Risk. "
733, has no food or shopping.
734," \It is a rush to the guard. When the A and B line comes at the same time, the escalator is quite mixed.Because the range is different, many people are bent in the back of the smartphone while looking at the smartphone.And the ground is too far !!. It's so old ... I think there's rarely dirty station.It doesn't feel like Tokyo because of the streets of the street and the Hanshin industrial area."
735," just says that the price is also a list price, and the lease is narrow (6) rooms cheaper !!. "
736,", but the ceramic line was riding in O -Temachi from the evening to the night, but it was very crowded, it seemed to be crushed.The station in the underground depth. "
737," is also narrow, and there are also a lot of stairs. "
738," How bad is the head designed?It seems that there is an elevator near the 4B exit of Tokyo Metro -Toshin Station/Morning, but thanks to some bad people working in a company in Datheria, it is very difficult to walk, and the children or the elderly recommend another entrance.How long will it be improved?I want you to do it with a good additive!/It's the closest station of the office.Some exits are not available for elevators.The escalator wants to the ground./There is a large Yokado near the station, a river or a large park. "
739," At the ground exit, Abaga is unlicensed "
740, This is the station of hell. 
741, I think it's the worst 
742, is difficult to use.
743, This weight is not stopped. 
744," But it's inconvenient to have no escalators going down home.There is an elevator, but now, because it is under construction, the stairs must be lowered.…/The groove of the station is too narrow.Nearby shopping centers do not have any sophisticated tenants.I don't want to smile/Tokyo Metro all over the world!Stamp Rally is being held (^^)/When will the construction end?If not, I was surprised and surprised when I came to the station in 20 years.I do it.There are many shops and shopping malls around you, so it's easy to use!It's crowded early in the morning.I feel nothing around.Did you feel it with a barrel?Because I used it for visiting purposes, I felt that I should not speak in detail because I don't use it./Very ... ?? "
745," I think it's foolish, administrative, old "
746,n is stupid 
747," can not solve the problem, so "
748," If you do not increase the smoking, "
749,", etc.Not, "
